Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-138.91,69.57,HERSCHEL ISLAND,2100636,2000-01-01,2000,1,1,,-16.3,,-20.7,,-18.5,,36.5,,0,,,M,,M,,M,,,33,,104,
-138.91,69.57,HERSCHEL ISLAND,2100636,2000-01-02,2000,1,2,,-20.1,,-22.6,,-21.4,,39.4,,0,,,M,,M,,M,,,29,,48,
-138.91,69.57,HERSCHEL ISLAND,2100636,2000-01-03,2000,1,3,,-20.6,,-21.4,,-21,,39,,0,,,M,,M,,M,,,30,,32,
-138.91,69.57,HERSCHEL ISLAND,2100636,2000-01-04,2000,1,4,,-20.5,,-26,,-23.3,,41.3,,0,,,M,,M,,M,,,,,<31,
-138.91,69.57,HERSCHEL ISLAND,2100636,2000-01-05,2000,1,5,,-22.1,,-25.5,,-23.8,,41.8,,0,,,M,,M,,M,,,31,,32,
-138.91,69.57,HERSCHEL ISLAND,2100636,2000-01-06,2000,1,6,,-20.9,,-22.6,,-21.8,,39.8,,0,,,M,,M,,M,,,,,<31,
-138.91,69.57,HERSCHEL ISLAND,2100636,2000-01-07,2000,1,7,,-20.7,,-24.3,,-22.5,,40.5,,0,,,M,,M,,M,,,32,,39,
-138.91,69.57,HERSCHEL ISLAND,2100636,2000-01-08,2000,1,8,,-21.2,,-24.1,,-22.7,,40.7,,0,,,M,,M,,M,,,33,,52,
-138.91,69.57,HERSCHEL ISLAND,2100636,2000-01-09,2000,1,9,,-19.1,,-21.2,,-20.2,,38.2,,0,,,M,,M,,M,,,33,,54,
-138.91,69.57,HERSCHEL ISLAND,2100636,2000-01-10,2000,1,10,,-19.5,,-21.4,,-20.5,,38.5,,0,,,M,,M,,M,,,32,,65,
-138.91,69.57,HERSCHEL ISLAND,2100636,2000-01-11,2000,1,11,,-19.1,,-24.4,,-21.8,,39.8,,0,,,M,,M,,M,,,32,,69,
-138.91,69.57,HERSCHEL ISLAND,2100636,2000-01-12,2000,1,12,,-24,,-28.1,,-26.1,,44.1,,0,,,M,,M,,M,,,31,,56,
