Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-138.91,69.57,HERSCHEL ISLAND,2100636,2002-01-01,2002,1,1,,-14.3,,-24,,-19.2,,37.2,,0,,,M,,M,,M,,,13,,69,
-138.91,69.57,HERSCHEL ISLAND,2100636,2002-01-02,2002,1,2,,-16,,-20.6,,-18.3,,36.3,,0,,,M,,M,,M,,,31,,82,
-138.91,69.57,HERSCHEL ISLAND,2100636,2002-01-03,2002,1,3,,-17.6,,-22.5,,-20.1,,38.1,,0,,,M,,M,,M,,,,M,,M
-138.91,69.57,HERSCHEL ISLAND,2100636,2002-01-04,2002,1,4,,-22.5,,-30.8,,-26.7,,44.7,,0,,,M,,M,,M,,,,M,,M
-138.91,69.57,HERSCHEL ISLAND,2100636,2002-01-05,2002,1,5,,-24.9,,-34.2,,-29.6,,47.6,,0,,,M,,M,,M,,,,M,,M
-138.91,69.57,HERSCHEL ISLAND,2100636,2002-01-06,2002,1,6,,-24.4,,-26.8,,-25.6,,43.6,,0,,,M,,M,,M,,,,M,,M
-138.91,69.57,HERSCHEL ISLAND,2100636,2002-01-07,2002,1,7,,-22.9,,-26.6,,-24.8,,42.8,,0,,,M,,M,,M,,,,M,,M
-138.91,69.57,HERSCHEL ISLAND,2100636,2002-01-08,2002,1,8,,-20.6,,-27.2,,-23.9,,41.9,,0,,,M,,M,,M,,,,M,,M
-138.91,69.57,HERSCHEL ISLAND,2100636,2002-01-09,2002,1,9,,-17.4,,-28.1,,-22.8,,40.8,,0,,,M,,M,,M,,,,M,,M
-138.91,69.57,HERSCHEL ISLAND,2100636,2002-01-10,2002,1,10,,-6,,-18.4,,-12.2,,30.2,,0,,,M,,M,,M,,,,M,,M
