Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-138.91,69.57,HERSCHEL ISLAND,2100636,2011-01-01,2011,1,1,,-23.2,,-31.3,,-27.3,,45.3,,0,,,M,,M,0.8,,,,32,,50,
-138.91,69.57,HERSCHEL ISLAND,2100636,2011-01-02,2011,1,2,,-20.6,,-29.7,,-25.2,,43.2,,0,,,M,,M,0,,,,14,,46,
-138.91,69.57,HERSCHEL ISLAND,2100636,2011-01-03,2011,1,3,,,M,-22.1,E,,M,,M,,M,,M,,M,,M,,,,,<31,
-138.91,69.57,HERSCHEL ISLAND,2100636,2011-01-04,2011,1,4,,-12.4,,-17.7,,-15.1,,33.1,,0,,,M,,M,,M,,,,,<31,
-138.91,69.57,HERSCHEL ISLAND,2100636,2011-01-05,2011,1,5,,-11.8,,-16.8,,-14.3,,32.3,,0,,,M,,M,0.3,,,,13,,57,
-138.91,69.57,HERSCHEL ISLAND,2100636,2011-01-06,2011,1,6,,-15.6,,-17.9,,-16.8,,34.8,,0,,,M,,M,0,,,,13,,32,
-138.91,69.57,HERSCHEL ISLAND,2100636,2011-01-07,2011,1,7,,-12.9,,-15.6,,-14.3,,32.3,,0,,,M,,M,0,,,,29,,46,
-138.91,69.57,HERSCHEL ISLAND,2100636,2011-01-08,2011,1,8,,-13.4,,-22,,-17.7,,35.7,,0,,,M,,M,0,,,,30,,41,
-138.91,69.57,HERSCHEL ISLAND,2100636,2011-01-09,2011,1,9,,-1.9,,-20.1,,-11,,29,,0,,,M,,M,0.7,,,,31,,35,
-138.91,69.57,HERSCHEL ISLAND,2100636,2011-01-10,2011,1,10,,-1.2,,-17.2,,-9.2,,27.2,,0,,,M,,M,2,,,,33,,82,
-138.91,69.57,HERSCHEL ISLAND,2100636,2011-01-11,2011,1,11,,-17.2,,-24.8,,-21,,39,,0,,,M,,M,0,,,,,,<31,
-138.91,69.57,HERSCHEL ISLAND,2100636,2011-01-12,2011,1,12,,,M,,M,,M,,M,,M,,M,,M,,M,,,,,<31,
-138.91,69.57,HERSCHEL ISLAND,2100636,2011-01-13,2011,1,13,,-17.7,,-20.6,,-19.2,,37.2,,0,,,M,,M,0,,,,34,,43,
-138.91,69.57,HERSCHEL ISLAND,2100636,2011-01-14,2011,1,14,,,M,-20.7,E,,M,,M,,M,,M,,M,,M,,,,,<31,
-138.91,69.57,HERSCHEL ISLAND,2100636,2011-01-15,2011,1,15,,-15,,-20.5,,-17.8,,35.8,,0,,,M,,M,0.4,,,,33,,50,
-138.91,69.57,HERSCHEL ISLAND,2100636,2011-01-16,2011,1,16,,-19.5,,-23.9,,-21.7,,39.7,,0,,,M,,M,0,,,,32,,39,
-138.91,69.57,HERSCHEL ISLAND,2100636,2011-01-17,2011,1,17,,-16.4,,-23.4,,-19.9,,37.9,,0,,,M,,M,,M,,,,,<31,
-138.91,69.57,HERSCHEL ISLAND,2100636,2011-01-18,2011,1,18,,-22.4,,-25,,-23.7,,41.7,,0,,,M,,M,3.8,,,,32,,109,
